transaction_id,timestamp,sender_id,receiver_id,amount,device_id,location,transaction_type,is_new_device,is_new_receiver,is_high_value_simulated,is_night_time_simulated
T_CLEAN_15,2025-12-04 00:32:20.450879,U0455,U0471,1120.43,D421,Delhi,P2M,False,False,False,False
T_CLEAN_16,2025-12-04 12:10:20.450892,U0727,U0758,1644.45,D039,Pune,P2P,False,False,False,False
T_CLEAN_17,2025-12-04 02:36:20.450905,U0679,U0910,4573.37,D224,Chennai,P2P,False,False,False,False
T_CLEAN_18,2025-12-04 16:18:20.450918,U0928,U0551,2485.59,D464,Mumbai,P2M,False,False,False,False
T_CLEAN_19,2025-12-04 13:23:20.450931,U0711,U0577,4434.04,D156,Pune,P2M,False,False,False,False
T_CLEAN_20,2025-12-04 05:26:20.450943,U0188,U0784,2382.88,D124,Chennai,P2P,False,False,False,False
T_CLEAN_21,2025-12-04 03:39:20.450956,U0890,U0210,1601.39,D316,Chennai,P2P,False,False,False,False
T_CLEAN_22,2025-12-04 08:44:20.450971,U0795,U0930,4844.27,D168,Bangalore,P2M,False,False,False,False
T_CLEAN_23,2025-12-04 12:45:20.450983,U0365,U0289,979.37,D381,Pune,P2M,False,False,False,False
T_CLEAN_24,2025-12-04 08:05:20.450996,U0593,U0496,1652.04,D268,Pune,P2P,False,False,False,False
T_CLEAN_25,2025-12-04 13:52:20.451008,U0009,U0353,5131.37,D234,Chennai,P2P,False,False,False,False
T_CLEAN_26,2025-12-04 05:41:20.451023,U0146,U0361,493.43,D117,Mumbai,P2P,False,False,False,False
T_CLEAN_27,2025-12-04 13:11:20.451036,U0473,U0015,4702.57,D082,Pune,P2M,False,False,False,False
T_CLEAN_28,2025-12-04 09:32:20.451050,U0393,U0569,5195.52,D408,Bangalore,P2M,False,False,False,False
T_CLEAN_29,2025-12-04 09:03:20.451063,U0575,U0373,3983.09,D174,Mumbai,P2P,False,False,False,False
T_CLEAN_30,2025-12-04 16:45:20.451076,U0056,U0504,1641.33,D489,Bangalore,P2M,False,False,False,False
T_CLEAN_31,2025-12-04 15:11:20.451091,U0360,U0780,1116.09,D334,Chennai,P2M,False,False,False,False
T_CLEAN_32,2025-12-04 14:18:20.451107,U0401,U0145,2249.48,D456,Mumbai,P2M,False,False,False,False
T_CLEAN_33,2025-12-04 16:38:20.451120,U0350,U0153,5486.73,D066,Bangalore,P2P,False,False,False,False
T_CLEAN_34,2025-12-04 04:33:20.451132,U0243,U0957,4259.17,D050,Pune,P2M,False,False,False,False
T_CLEAN_35,2025-12-04 03:12:20.451145,U0072,U0781,1924.65,D009,Bangalore,P2M,False,False,False,False
T_CLEAN_36,2025-12-04 05:52:20.451157,U0767,U0156,3646.76,D322,Mumbai,P2M,False,False,False,False
T_CLEAN_37,2025-12-04 14:55:20.451170,U0659,U0237,685.48,D078,Delhi,P2P,False,False,False,False
T_CLEAN_38,2025-12-04 15:47:20.451182,U0934,U0288,3128.14,D305,Bangalore,P2P,False,False,False,False
T_CLEAN_39,2025-12-04 12:58:20.451196,U0246,U0384,10.0,D234,Bangalore,P2P,False,False,False,False
T_CLEAN_40,2025-12-04 03:13:20.451208,U0455,U0013,1112.59,D421,Bangalore,P2P,False,False,False,False
T_CLEAN_41,2025-12-04 07:51:20.451221,U0432,U0819,1603.72,D047,Chennai,P2M,False,False,False,False
T_CLEAN_42,2025-12-04 12:47:20.451235,U0054,U0032,1009.56,D107,Delhi,P2P,False,False,False,False
T_CLEAN_43,2025-12-04 03:25:20.451248,U0523,U0915,1534.24,D253,Delhi,P2P,False,False,False,False
T_CLEAN_44,2025-12-04 04:09:20.451260,U0169,U0437,2836.59,D453,Delhi,P2P,False,False,False,False
T_CLEAN_45,2025-12-04 10:29:20.451272,U0608,U0023,3339.95,D329,Mumbai,P2M,False,False,False,False
T_CLEAN_46,2025-12-04 08:40:20.451284,U0613,U0095,2186.15,D379,Delhi,P2M,False,False,False,False
T_CLEAN_47,2025-12-04 14:37:20.451296,U0166,U0398,1634.7,D185,Bangalore,P2P,False,False,False,False
T_CLEAN_48,2025-12-04 10:36:20.451309,U0162,U0836,3025.21,D032,Chennai,P2P,False,False,False,False
T_CLEAN_49,2025-12-04 15:36:20.451320,U0938,U0195,572.73,D154,Delhi,P2P,False,False,False,False
T_CLEAN_50,2025-12-04 00:31:20.451334,U0047,U0887,9342.41,D298,Bangalore,P2M,False,False,False,False
T_CLEAN_51,2025-12-04 09:51:20.451347,U0262,U0471,1018.85,D081,Chennai,P2P,False,False,False,False
T_CLEAN_52,2025-12-04 03:21:20.451362,U0812,U0978,1055.55,D366,Delhi,P2P,False,False,False,False
T_CLEAN_53,2025-12-04 08:47:20.451374,U0936,U0772,6952.83,D017,Mumbai,P2P,False,False,False,False
T_CLEAN_54,2025-12-04 13:47:20.451387,U0232,U0410,1560.35,D004,Bangalore,P2P,False,False,False,False
T_CLEAN_55,2025-12-04 02:34:20.451399,U0881,U0607,3275.46,D104,Delhi,P2P,False,False,False,False
T_CLEAN_56,2025-12-04 00:47:20.451412,U0015,U0850,2109.5,D397,Mumbai,P2M,False,False,False,False
T_CLEAN_57,2025-12-04 05:22:20.451425,U0685,U0549,1825.58,D080,Delhi,P2P,False,False,False,False
T_CLEAN_58,2025-12-04 10:34:20.451437,U0093,U0701,685.33,D212,Chennai,P2M,False,False,False,False
T_CLEAN_59,2025-12-04 03:51:20.451450,U0865,U0148,5861.83,D392,Delhi,P2P,False,False,False,False
T_CLEAN_60,2025-12-04 15:48:20.451462,U0115,U0871,868.91,D209,Bangalore,P2M,False,False,False,False
T_CLEAN_61,2025-12-04 16:54:20.451474,U0077,U0230,5314.93,D497,Delhi,P2M,False,False,False,False
T_CLEAN_62,2025-12-04 09:50:20.451488,U0651,U0869,2032.05,D255,Chennai,P2P,False,False,False,False
T_CLEAN_63,2025-12-04 06:36:20.451500,U0047,U0703,3716.37,D298,Chennai,P2P,False,False,False,False
T_CLEAN_64,2025-12-04 16:04:20.451512,U0862,U0027,3648.8,D045,Chennai,P2M,False,False,False,False
T_CLEAN_65,2025-12-04 06:05:20.451525,U0416,U0639,3501.79,D483,Chennai,P2M,False,False,False,False
T_CLEAN_66,2025-12-04 13:56:20.451538,U0500,U0353,935.81,D205,Pune,P2M,False,False,False,False
T_CLEAN_67,2025-12-04 16:29:20.451550,U0283,U0115,609.58,D193,Chennai,P2P,False,False,False,False
T_CLEAN_68,2025-12-04 00:59:20.451564,U0943,U0639,3020.43,D271,Delhi,P2M,False,False,False,False
T_CLEAN_69,2025-12-04 14:18:20.451583,U0715,U0749,1221.48,D390,Pune,P2M,False,False,False,False
T_CLEAN_70,2025-12-04 02:34:20.451595,U0322,U0115,1908.84,D384,Delhi,P2P,False,False,False,False
T_CLEAN_71,2025-12-04 13:35:20.451607,U0879,U0684,4993.4,D262,Bangalore,P2M,False,False,False,False
T_CLEAN_72,2025-12-04 04:40:20.451623,U0749,U0229,1880.46,D151,Chennai,P2P,False,False,False,False
T_CLEAN_73,2025-12-04 10:10:20.451637,U0845,U0464,5613.09,D465,Mumbai,P2P,False,False,False,False
T_CLEAN_74,2025-12-04 02:09:20.451649,U0138,U0651,4713.17,D367,Chennai,P2M,False,False,False,False
T_CLEAN_75,2025-12-04 06:06:20.451662,U0574,U0883,3216.52,D412,Bangalore,P2M,False,False,False,False
T_CLEAN_76,2025-12-04 12:39:20.451673,U0026,U0901,856.19,D379,Chennai,P2P,False,False,False,False
T_CLEAN_77,2025-12-04 14:29:20.451687,U0578,U0329,533.8,D011,Mumbai,P2M,False,False,False,False
T_CLEAN_78,2025-12-04 10:45:20.451699,U0740,U0343,908.39,D424,Bangalore,P2P,False,False,False,False
T_CLEAN_79,2025-12-04 08:12:20.451712,U0007,U0688,1399.44,D213,Pune,P2P,False,False,False,False
T_CLEAN_80,2025-12-04 00:43:20.451724,U0853,U0074,2821.4,D016,Bangalore,P2M,False,False,False,False
T_CLEAN_81,2025-12-04 08:09:20.451736,U0341,U0774,2991.03,D131,Delhi,P2P,False,False,False,False
T_CLEAN_82,2025-12-04 04:27:20.451750,U0124,U0865,4065.92,D004,Pune,P2M,False,False,False,False
T_CLEAN_83,2025-12-04 02:28:20.451762,U0434,U0530,2391.57,D060,Chennai,P2P,False,False,False,False
T_CLEAN_84,2025-12-04 13:36:20.451775,U0774,U0636,5278.51,D392,Mumbai,P2M,False,False,False,False
T_CLEAN_85,2025-12-04 11:57:20.451787,U0732,U0663,2874.04,D188,Mumbai,P2M,False,False,False,False
T_CLEAN_86,2025-12-04 01:19:20.451799,U0246,U0796,2313.7,D234,Delhi,P2P,False,False,False,False
T_CLEAN_87,2025-12-04 14:33:20.451811,U0618,U0132,4175.35,D094,Delhi,P2M,False,False,False,False
T_CLEAN_88,2025-12-04 15:03:20.451823,U0164,U0332,1445.05,D226,Bangalore,P2P,False,False,False,False
T_CLEAN_89,2025-12-04 06:14:20.451835,U0843,U0342,3647.95,D241,Bangalore,P2P,False,False,False,False
T_CLEAN_90,2025-12-04 02:55:20.451848,U0807,U0041,1710.39,D332,Mumbai,P2M,False,False,False,False
T_CLEAN_91,2025-12-04 10:17:20.451861,U0663,U0881,638.37,D187,Delhi,P2M,False,False,False,False
T_CLEAN_92,2025-12-04 01:59:20.451875,U0314,U0305,6575.19,D408,Chennai,P2M,False,False,False,False
T_CLEAN_93,2025-12-04 16:08:20.451888,U0935,U0555,6728.51,D103,Delhi,P2P,False,False,False,False
T_CLEAN_94,2025-12-04 11:56:20.451900,U0045,U0506,3667.65,D305,Pune,P2P,False,False,False,False
T_CLEAN_95,2025-12-04 11:33:20.451912,U0745,U0695,2264.61,D426,Pune,P2P,False,False,False,False
T_CLEAN_96,2025-12-04 16:46:20.451925,U0871,U0373,6019.1,D205,Pune,P2P,False,False,False,False
T_CLEAN_97,2025-12-04 09:34:20.451937,U0071,U0327,2899.8,D242,Delhi,P2M,False,False,False,False
T_CLEAN_98,2025-12-04 13:07:20.451949,U0470,U0437,318.26,D151,Chennai,P2P,False,False,False,False
T_CLEAN_99,2025-12-04 02:33:20.451961,U0720,U0229,1572.79,D081,Bangalore,P2M,False,False,False,False
T_CLEAN_100,2025-12-04 09:19:20.451974,U0623,U0840,2976.61,D231,Bangalore,P2P,False,False,False,False
T_CLEAN_101,2025-12-04 15:22:20.451986,U0265,U0395,1982.55,D318,Bangalore,P2P,False,False,False,False
T_CLEAN_102,2025-12-04 10:33:20.452001,U0284,U0352,5128.55,D366,Mumbai,P2M,False,False,False,False
T_CLEAN_103,2025-12-04 10:09:20.452013,U0433,U0770,5771.49,D291,Delhi,P2P,False,False,False,False
T_CLEAN_104,2025-12-04 01:44:20.452025,U0383,U0279,2455.11,D053,Chennai,P2P,False,False,False,False
T_CLEAN_105,2025-12-04 16:24:20.452037,U0873,U0423,5619.83,D044,Pune,P2P,False,False,False,False
T_CLEAN_106,2025-12-04 06:34:20.452049,U0800,U0450,7977.32,D498,Bangalore,P2P,False,False,False,False
T_CLEAN_107,2025-12-04 01:27:20.452061,U0851,U0011,4934.48,D430,Pune,P2P,False,False,False,False
T_CLEAN_108,2025-12-04 14:01:20.452073,U0101,U0305,4490.03,D400,Mumbai,P2P,False,False,False,False
T_CLEAN_109,2025-12-04 09:22:20.452086,U0915,U0383,737.05,D194,Delhi,P2M,False,False,False,False
T_CLEAN_110,2025-12-04 10:39:20.452098,U0676,U0747,541.5,D102,Mumbai,P2P,False,False,False,False
T_CLEAN_111,2025-12-04 07:36:20.452109,U0480,U0584,4089.24,D351,Bangalore,P2P,False,False,False,False
T_CLEAN_112,2025-12-04 00:42:20.452123,U0244,U0861,3502.52,D286,Delhi,P2P,False,False,False,False
T_CLEAN_113,2025-12-04 16:36:20.452135,U0406,U0091,4191.2,D048,Delhi,P2P,False,False,False,False
T_CLEAN_114,2025-12-04 15:53:20.452147,U0467,U0765,937.28,D377,Bangalore,P2P,False,False,False,False
T_CLEAN_115,2025-12-04 01:39:20.452159,U0365,U0569,849.47,D381,Delhi,P2P,False,False,False,False
T_CLEAN_116,2025-12-04 05:12:20.452171,U0140,U0023,885.26,D215,Bangalore,P2P,False,False,False,False
T_CLEAN_117,2025-12-04 15:10:20.452182,U0085,U0707,1854.55,D149,Chennai,P2M,False,False,False,False
T_CLEAN_118,2025-12-04 02:04:20.452194,U0314,U0873,6944.57,D408,Chennai,P2M,False,False,False,False
T_CLEAN_119,2025-12-04 01:00:20.452205,U0904,U0217,7470.26,D426,Chennai,P2M,False,False,False,False
T_CLEAN_120,2025-12-04 17:08:20.452218,U0495,U0182,1408.21,D494,Delhi,P2M,False,False,False,False
T_CLEAN_121,2025-12-04 02:59:20.452235,U0149,U0509,2753.73,D456,Chennai,P2P,False,False,False,False
T_CLEAN_122,2025-12-04 08:10:20.452253,U0980,U0546,2553.37,D333,Pune,P2P,False,False,False,False
T_CLEAN_123,2025-12-04 13:17:20.452265,U0322,U0087,3097.86,D384,Delhi,P2M,False,False,False,False
T_CLEAN_124,2025-12-04 09:28:20.452277,U0717,U0416,3903.21,D456,Bangalore,P2M,False,False,False,False
T_CLEAN_125,2025-12-04 01:18:20.452289,U0339,U0053,3610.83,D164,Delhi,P2M,False,False,False,False
T_CLEAN_126,2025-12-04 04:33:20.452302,U0330,U0540,2112.96,D149,Delhi,P2P,False,False,False,False
T_CLEAN_127,2025-12-04 06:04:20.452314,U0547,U0577,2304.07,D008,Chennai,P2P,False,False,False,False
T_CLEAN_128,2025-12-04 11:45:20.452326,U0036,U0382,5037.32,D486,Pune,P2P,False,False,False,False
T_CLEAN_129,2025-12-04 12:55:20.452338,U0586,U0214,2522.69,D485,Delhi,P2M,False,False,False,False
T_CLEAN_130,2025-12-04 15:48:20.452350,U0840,U0502,10.0,D213,Chennai,P2P,False,False,False,False
T_CLEAN_131,2025-12-04 14:15:20.452362,U0273,U0408,1465.79,D374,Chennai,P2P,False,False,False,False
T_CLEAN_132,2025-12-04 03:55:20.452376,U0654,U0175,3613.09,D309,Bangalore,P2P,False,False,False,False
T_CLEAN_133,2025-12-04 05:03:20.452388,U0385,U0566,2117.53,D230,Bangalore,P2P,False,False,False,False
T_CLEAN_134,2025-12-04 13:10:20.452401,U0349,U0381,5375.87,D062,Bangalore,P2P,False,False,False,False
T_CLEAN_135,2025-12-04 08:09:20.452413,U0921,U0221,2321.76,D114,Bangalore,P2P,False,False,False,False
T_CLEAN_136,2025-12-04 03:33:20.452427,U0079,U0157,2507.41,D052,Pune,P2P,False,False,False,False
T_CLEAN_137,2025-12-04 09:33:20.452438,U0272,U0139,4008.77,D082,Mumbai,P2P,False,False,False,False
T_CLEAN_138,2025-12-04 02:48:20.452451,U0826,U0366,1432.25,D358,Delhi,P2M,False,False,False,False
T_CLEAN_139,2025-12-04 11:29:20.452462,U0666,U0483,1748.05,D197,Mumbai,P2P,False,False,False,False
T_CLEAN_140,2025-12-04 17:06:20.452474,U0531,U0887,4423.54,D035,Mumbai,P2M,False,False,False,False
T_CLEAN_141,2025-12-04 11:29:20.452486,U0593,U0325,2350.34,D268,Pune,P2P,False,False,False,False
T_CLEAN_142,2025-12-04 05:52:20.452499,U0730,U0194,7278.88,D492,Pune,P2M,False,False,False,False
T_CLEAN_143,2025-12-04 00:41:20.452511,U0128,U0817,1103.25,D408,Pune,P2M,False,False,False,False
T_CLEAN_144,2025-12-04 14:13:20.452523,U0940,U0937,2398.28,D492,Chennai,P2M,False,False,False,False
T_CLEAN_145,2025-12-04 11:29:20.452535,U0507,U0162,1470.08,D259,Delhi,P2P,False,False,False,False
T_CLEAN_146,2025-12-04 05:30:20.452547,U0732,U0449,2555.14,D188,Delhi,P2M,False,False,False,False
T_CLEAN_147,2025-12-04 06:35:20.452559,U0853,U0678,4209.24,D016,Chennai,P2P,False,False,False,False
T_CLEAN_148,2025-12-04 15:51:20.452570,U0720,U0133,2962.66,D081,Mumbai,P2M,False,False,False,False
T_CLEAN_149,2025-12-04 06:36:20.452583,U0339,U0377,3274.12,D164,Chennai,P2M,False,False,False,False
T_CLEAN_150,2025-12-04 07:23:20.452595,U0685,U0794,2056.12,D080,Delhi,P2M,False,False,False,False
T_CLEAN_151,2025-12-04 10:12:20.452606,U0427,U0964,783.18,D438,Chennai,P2M,False,False,False,False
T_CLEAN_152,2025-12-04 06:00:20.452620,U0638,U0661,1311.89,D085,Chennai,P2P,False,False,False,False
T_CLEAN_153,2025-12-04 13:25:20.452632,U0615,U0605,4524.06,D115,Mumbai,P2P,False,False,False,False
T_CLEAN_154,2025-12-04 00:32:20.452644,U0471,U0336,3252.82,D205,Mumbai,P2M,False,False,False,False
T_CLEAN_155,2025-12-04 06:21:20.452656,U0609,U0252,2185.3,D184,Delhi,P2M,False,False,False,False
T_CLEAN_156,2025-12-04 10:49:20.452668,U0940,U0384,1866.58,D492,Mumbai,P2P,False,False,False,False
T_CLEAN_157,2025-12-04 09:09:20.452680,U0800,U0550,9426.77,D498,Bangalore,P2P,False,False,False,False
T_CLEAN_158,2025-12-04 04:03:20.452692,U0124,U0769,916.0,D004,Delhi,P2M,False,False,False,False
T_CLEAN_159,2025-12-04 15:41:20.452703,U0731,U0993,4542.65,D176,Pune,P2P,False,False,False,False
T_CLEAN_160,2025-12-04 06:40:20.452715,U0384,U0405,4776.73,D117,Delhi,P2M,False,False,False,False
T_CLEAN_161,2025-12-04 03:55:20.452726,U0869,U0859,6088.8,D121,Chennai,P2M,False,False,False,False
T_CLEAN_162,2025-12-04 13:39:20.452740,U0975,U0619,1950.14,D166,Bangalore,P2P,False,False,False,False
T_CLEAN_163,2025-12-04 16:25:20.452752,U0375,U0870,7075.63,D123,Delhi,P2P,False,False,False,False
T_CLEAN_164,2025-12-04 09:07:20.452764,U0118,U0379,2617.95,D398,Chennai,P2P,False,False,False,False
T_CLEAN_165,2025-12-04 01:22:20.452775,U0733,U0652,6116.37,D203,Chennai,P2P,False,False,False,False
T_CLEAN_166,2025-12-04 15:57:20.452789,U0892,U0713,6186.3,D233,Delhi,P2P,False,False,False,False
T_CLEAN_167,2025-12-04 08:20:20.452801,U0739,U0958,1742.94,D359,Chennai,P2P,False,False,False,False
T_CLEAN_168,2025-12-04 10:20:20.452813,U0320,U0417,389.81,D038,Mumbai,P2P,False,False,False,False
T_CLEAN_169,2025-12-04 04:39:20.452825,U0995,U0043,5149.87,D269,Pune,P2P,False,False,False,False
T_CLEAN_170,2025-12-04 09:46:20.452837,U0539,U0064,436.51,D194,Bangalore,P2P,False,False,False,False
T_CLEAN_171,2025-12-04 15:20:20.452848,U0766,U0175,2271.73,D038,Delhi,P2M,False,False,False,False
T_CLEAN_172,2025-12-04 01:10:20.452862,U0754,U0758,5519.44,D142,Chennai,P2P,False,False,False,False
T_CLEAN_173,2025-12-04 02:38:20.452875,U0852,U0103,1047.42,D324,Pune,P2M,False,False,False,False
T_CLEAN_174,2025-12-04 15:36:20.452886,U0417,U0459,964.82,D495,Delhi,P2P,False,False,False,False
T_CLEAN_175,2025-12-04 11:14:20.452898,U0010,U0776,4752.59,D078,Bangalore,P2M,False,False,False,False
T_CLEAN_176,2025-12-04 04:38:20.452910,U0997,U0887,2214.43,D001,Pune,P2M,False,False,False,False
T_CLEAN_177,2025-12-04 06:31:20.452922,U0258,U0618,5952.48,D332,Bangalore,P2M,False,False,False,False
T_CLEAN_178,2025-12-04 06:16:20.452934,U0324,U0414,1139.89,D359,Mumbai,P2P,False,False,False,False
T_CLEAN_179,2025-12-04 13:28:20.452946,U0336,U0244,2224.32,D234,Bangalore,P2M,False,False,False,False
T_CLEAN_180,2025-12-04 08:58:20.452958,U0842,U0467,560.04,D417,Bangalore,P2P,False,False,False,False
T_CLEAN_181,2025-12-04 03:09:20.452970,U0783,U0779,1194.28,D076,Pune,P2M,False,False,False,False
T_CLEAN_182,2025-12-04 16:54:20.452983,U0263,U0311,1875.38,D390,Chennai,P2P,False,False,False,False
T_CLEAN_183,2025-12-04 02:31:20.452995,U0071,U0561,4212.12,D242,Pune,P2P,False,False,False,False
T_CLEAN_184,2025-12-04 03:59:20.453007,U0085,U0768,4697.56,D149,Delhi,P2P,False,False,False,False
T_CLEAN_185,2025-12-04 04:26:20.453018,U0571,U0803,397.2,D142,Mumbai,P2M,False,False,False,False
T_CLEAN_186,2025-12-04 15:48:20.453031,U0490,U0468,2078.05,D080,Chennai,P2M,False,False,False,False
T_CLEAN_187,2025-12-04 12:37:20.453042,U0390,U0301,6063.71,D367,Mumbai,P2M,False,False,False,False
T_CLEAN_188,2025-12-04 03:31:20.453054,U0926,U0658,10.0,D099,Delhi,P2M,False,False,False,False
T_CLEAN_189,2025-12-04 06:26:20.453066,U0841,U0416,7287.09,D111,Delhi,P2P,False,False,False,False
T_CLEAN_190,2025-12-04 06:34:20.453078,U0286,U0808,1439.14,D140,Chennai,P2P,False,False,False,False
T_CLEAN_191,2025-12-04 01:21:20.453090,U0962,U0404,2007.78,D175,Chennai,P2M,False,False,False,False
T_CLEAN_192,2025-12-04 11:29:20.453103,U0292,U0345,581.94,D089,Chennai,P2M,False,False,False,False
T_CLEAN_193,2025-12-04 04:59:20.453115,U0867,U0246,1723.72,D433,Bangalore,P2P,False,False,False,False
T_CLEAN_194,2025-12-04 14:19:20.453128,U0041,U0451,4913.82,D046,Bangalore,P2P,False,False,False,False
T_CLEAN_195,2025-12-04 08:09:20.453140,U0634,U0803,2668.81,D458,Delhi,P2P,False,False,False,False
T_CLEAN_196,2025-12-04 12:32:20.453155,U0293,U0128,3280.18,D115,Mumbai,P2P,False,False,False,False
T_CLEAN_197,2025-12-04 08:44:20.453167,U0857,U0762,4481.11,D184,Chennai,P2P,False,False,False,False
T_CLEAN_198,2025-12-04 10:13:20.453182,U0050,U0457,2675.95,D012,Pune,P2M,False,False,False,False
T_CLEAN_199,2025-12-04 13:01:20.453194,U0105,U0571,10.0,D005,Chennai,P2M,False,False,False,False
T_CLEAN_200,2025-12-04 06:45:20.453206,U0109,U0080,1564.22,D255,Delhi,P2P,False,False,False,False
T_CLEAN_201,2025-12-04 01:32:20.453218,U0096,U0677,1204.05,D451,Delhi,P2M,False,False,False,False
T_CLEAN_202,2025-12-04 04:11:20.453232,U0066,U0910,1313.86,D142,Pune,P2P,False,False,False,False
T_CLEAN_203,2025-12-04 14:02:20.453244,U0351,U0182,2851.17,D007,Delhi,P2P,False,False,False,False
T_CLEAN_204,2025-12-04 01:04:20.453255,U0072,U0966,3652.68,D009,Mumbai,P2P,False,False,False,False
T_CLEAN_205,2025-12-04 03:41:20.453267,U0990,U0533,2467.48,D389,Bangalore,P2P,False,False,False,False
T_CLEAN_206,2025-12-04 11:26:20.453279,U0166,U0623,291.28,D185,Chennai,P2P,False,False,False,False
T_CLEAN_207,2025-12-04 07:08:20.453290,U0257,U0521,2027.08,D182,Delhi,P2P,False,False,False,False
T_CLEAN_208,2025-12-04 08:44:20.453374,U0882,U0443,3454.8,D450,Bangalore,P2M,False,False,False,False
T_CLEAN_209,2025-12-04 13:16:20.453389,U0923,U0392,1128.76,D348,Mumbai,P2M,False,False,False,False
T_CLEAN_210,2025-12-04 02:21:20.453446,U0498,U0098,1993.48,D447,Mumbai,P2M,False,False,False,False
T_CLEAN_211,2025-12-04 08:21:20.453470,U0433,U0768,5204.85,D291,Chennai,P2M,False,False,False,False
T_CLEAN_212,2025-12-04 01:54:20.453487,U0320,U0655,1745.08,D038,Mumbai,P2M,False,False,False,False
T_CLEAN_213,2025-12-04 03:37:20.453500,U0323,U0143,1123.74,D354,Delhi,P2P,False,False,False,False
T_CLEAN_214,2025-12-04 11:54:20.453513,U0382,U0435,466.18,D348,Mumbai,P2P,False,False,False,False
T_CLEAN_215,2025-12-04 01:09:20.453525,U0820,U0993,5113.26,D202,Mumbai,P2P,False,False,False,False
T_CLEAN_216,2025-12-04 10:21:20.453537,U0771,U0947,2121.31,D274,Bangalore,P2P,False,False,False,False
T_CLEAN_217,2025-12-04 11:48:20.453549,U0066,U0198,2364.51,D142,Mumbai,P2M,False,False,False,False
T_CLEAN_218,2025-12-04 14:28:20.453561,U0642,U0764,4864.35,D391,Pune,P2M,False,False,False,False
T_CLEAN_219,2025-12-04 03:22:20.453573,U0151,U0513,3369.03,D488,Pune,P2M,False,False,False,False
T_CLEAN_220,2025-12-04 07:51:20.453585,U0137,U0729,1126.87,D107,Pune,P2M,False,False,False,False
T_CLEAN_221,2025-12-04 10:37:20.453608,U0748,U0624,2657.38,D453,Chennai,P2P,False,False,False,False
T_CLEAN_222,2025-12-04 07:46:20.453629,U0680,U0275,1794.1,D124,Chennai,P2P,False,False,False,False
T_CLEAN_223,2025-12-04 08:47:20.453641,U0118,U0660,3711.81,D398,Chennai,P2P,False,False,False,False
T_CLEAN_224,2025-12-04 01:45:20.453654,U0396,U0056,4164.02,D350,Mumbai,P2M,False,False,False,False
T_CLEAN_225,2025-12-04 04:33:20.453666,U0535,U0207,804.48,D361,Delhi,P2P,False,False,False,False
T_CLEAN_226,2025-12-04 08:59:20.453679,U0728,U0208,3067.52,D091,Chennai,P2P,False,False,False,False
T_CLEAN_227,2025-12-04 11:20:20.453691,U0060,U0221,4066.95,D212,Chennai,P2M,False,False,False,False
T_CLEAN_228,2025-12-04 12:31:20.453703,U0276,U0818,434.03,D402,Chennai,P2P,False,False,False,False
T_CLEAN_229,2025-12-04 10:45:20.453717,U0197,U0879,1676.89,D229,Pune,P2M,False,False,False,False
T_CLEAN_230,2025-12-04 02:59:20.453729,U0893,U0215,2484.52,D385,Mumbai,P2P,False,False,False,False
T_CLEAN_231,2025-12-04 10:44:20.453741,U0213,U0527,2873.32,D070,Bangalore,P2P,False,False,False,False
T_CLEAN_232,2025-12-04 03:48:20.453755,U0020,U0449,518.4,D248,Pune,P2P,False,False,False,False
T_CLEAN_233,2025-12-04 02:00:20.453769,U0028,U0676,5560.07,D245,Mumbai,P2P,False,False,False,False
